"Jul.Day","YYYY/MM/DD","Wdy","CAD/USD","EUR/USD","GBP/USD","JPY/USD","AUD/USD","CNY/USD"
2457757,"2017/01/03","Tue",1.3438,0.96013,0.81596,117.67,1.3831,6.9627
2457758,"2017/01/04","Wed",1.3293,0.95461,0.81328,117.43,1.3755,6.9343
2457759,"2017/01/05","Thu",1.3216,0.94353,0.80566,115.42,1.3637,6.8905
2457760,"2017/01/06","Fri",1.3216,0.94704,0.81214,116.85,1.3692,6.9194
2457763,"2017/01/09","Mon",1.3222,0.94558,0.82201,116.08,1.3582,6.9370
2457764,"2017/01/10","Tue",1.3208,0.94593,0.82211,115.76,1.3569,6.9224
2457765,"2017/01/11","Wed",1.3232,0.95242,0.82540,116.27,1.3517,6.9386
2457766,"2017/01/12","Thu",1.3130,0.93766,0.81894,113.88,1.3321,6.8924
2457767,"2017/01/13","Fri",1.3135,0.94124,0.81976,115.02,1.3369,6.9023
2457770,"2017/01/16","Mon",1.3163,0.94338,0.83037,114.06,1.3381,6.9025
2457771,"2017/01/17","Tue",1.3060,0.93499,0.80747,112.98,1.3267,6.8556
2457772,"2017/01/18","Wed",1.3177,0.93613,0.81244,113.40,1.3241,6.8381
2457773,"2017/01/19","Thu",1.3329,0.94072,0.81180,115.30,1.3256,6.8706
2457774,"2017/01/20","Fri",1.3339,0.93640,0.81118,115.09,1.3258,6.8758
2457777,"2017/01/23","Mon",1.3289,0.93112,0.80093,112.91,1.3220,6.8535
2457778,"2017/01/24","Tue",1.3152,0.93039,0.79801,113.67,1.3186,6.8607
2457779,"2017/01/25","Wed",1.3075,0.93087,0.79247,113.60,1.3220,6.8852
2457780,"2017/01/26","Thu",1.3104,0.93727,0.79505,114.75,1.3281,6.8823
2457781,"2017/01/27","Fri",1.3108,0.93548,0.79810,115.18,1.3250,6.8808
2457784,"2017/01/30","Mon",1.3093,0.93635,0.80168,113.85,1.3237,6.8802
2457785,"2017/01/31","Tue",1.3030,0.92654,0.79471,112.72,1.3190,6.8833
2457786,"2017/02/01","Wed",1.3089,0.92968,0.79097,113.32,1.3221,6.8817
2457787,"2017/02/02","Thu",1.3019,0.92570,0.79739,112.43,1.3035,6.8811
2457788,"2017/02/03","Fri",1.3004,0.92667,0.79936,112.39,1.3012,6.8695
2457791,"2017/02/06","Mon",1.3117,0.93194,0.80329,112.30,1.3090,6.8639
2457792,"2017/02/07","Tue",1.3167,0.93542,0.80096,112.16,1.3098,6.8829
2457793,"2017/02/08","Wed",1.3157,0.93398,0.79739,111.78,1.3077,6.8705
2457794,"2017/02/09","Thu",1.3141,0.93831,0.79909,113.28,1.3119,6.8693
2457795,"2017/02/10","Fri",1.3074,0.93909,0.79993,113.19,1.3013,6.8774
2457798,"2017/02/13","Mon",1.3071,0.94321,0.79940,113.76,1.3084,6.8831
2457799,"2017/02/14","Tue",1.3093,0.94548,0.80227,114.35,1.3090,6.8658
2457800,"2017/02/15","Wed",1.3084,0.94374,0.80231,114.17,1.2993,6.8719
2457801,"2017/02/16","Thu",1.3058,0.93808,0.80155,113.35,1.2998,6.8546
2457802,"2017/02/17","Fri",1.3116,0.94211,0.80471,112.87,1.3061,6.8670
2457806,"2017/02/21","Tue",1.3149,0.94781,0.80226,113.45,1.3036,6.8843
2457807,"2017/02/22","Wed",1.3187,0.94741,0.80286,113.49,1.3016,6.8790
2457808,"2017/02/23","Thu",1.3109,0.94472,0.79700,112.72,1.2963,6.8669
2457809,"2017/02/24","Fri",1.3104,0.94511,0.80010,112.29,1.3021,6.8679
2457812,"2017/02/27","Mon",1.3101,0.94116,0.80173,111.97,1.3000,6.8700
2457813,"2017/02/28","Tue",1.3248,0.94185,0.80476,112.08,1.3011,6.8678
2457814,"2017/03/01","Wed",1.3346,0.94666,0.81180,113.68,1.3050,6.8829
2457815,"2017/03/02","Thu",1.3384,0.95104,0.81525,114.49,1.3197,6.8883
2457816,"2017/03/03","Fri",1.3419,0.94767,0.81649,114.59,1.3232,6.8957
2457819,"2017/03/06","Mon",1.3410,0.94477,0.81694,113.93,1.3190,6.8981
2457820,"2017/03/07","Tue",1.3413,0.94504,0.81911,113.96,1.3154,6.9032
2457821,"2017/03/08","Wed",1.3481,0.94816,0.82296,114.54,1.3256,6.9133
2457822,"2017/03/09","Thu",1.3505,0.94467,0.82212,114.74,1.3307,6.9115
2457823,"2017/03/10","Fri",1.3469,0.93750,0.82258,115.02,1.3280,6.9107
2457826,"2017/03/13","Mon",1.3453,0.93723,0.81741,114.59,1.3190,6.9132
2457827,"2017/03/14","Tue",1.3463,0.93937,0.82192,114.58,1.3202,6.9147
2457828,"2017/03/15","Wed",1.3451,0.94056,0.81829,114.67,1.3170,6.9157
2457829,"2017/03/16","Thu",1.3316,0.93138,0.80855,113.04,1.3032,6.8995
2457830,"2017/03/17","Fri",1.3369,0.93099,0.80838,112.63,1.3005,6.9019
2457833,"2017/03/20","Mon",1.3357,0.92996,0.80868,112.62,1.2930,6.9100
2457834,"2017/03/21","Tue",1.3320,0.92513,0.80130,111.93,1.2960,6.8873
2457835,"2017/03/22","Wed",1.3347,0.92591,0.80157,111.04,1.3029,6.8834
2457836,"2017/03/23","Thu",1.3333,0.92706,0.79838,111.11,1.3084,6.8869
2457837,"2017/03/24","Fri",1.3373,0.92553,0.80068,111.07,1.3126,6.8827
2457840,"2017/03/27","Mon",1.3368,0.91902,0.79482,110.48,1.3120,6.8730
2457841,"2017/03/28","Tue",1.3363,0.92159,0.79980,110.53,1.3074,6.8810
2457842,"2017/03/29","Wed",1.3372,0.92971,0.80583,111.06,1.3057,6.8892
2457843,"2017/03/30","Thu",1.3279,0.93225,0.80071,111.40,1.3047,6.8910
2457844,"2017/03/31","Fri",1.3322,0.93481,0.79772,111.39,1.3094,6.8883
2457847,"2017/04/03","Mon",1.3389,0.93859,0.80145,111.02,1.3157,6.8873
2457848,"2017/04/04","Tue",1.3415,0.93778,0.80411,110.78,1.3217,6.8866
2457849,"2017/04/05","Wed",1.3411,0.93803,0.80080,111.20,1.3204,6.8951
2457850,"2017/04/06","Thu",1.3409,0.93901,0.80097,111.00,1.3247,6.8976
2457851,"2017/04/07","Fri",1.3397,0.94206,0.80661,110.81,1.3305,6.9021
2457854,"2017/04/10","Mon",1.3347,0.94298,0.80530,110.95,1.3334,6.9048
2457855,"2017/04/11","Tue",1.3335,0.94214,0.80109,109.75,1.3340,6.8915
2457856,"2017/04/12","Wed",1.3302,0.94247,0.80007,109.57,1.3359,6.8922
2457857,"2017/04/13","Thu",1.3265,0.94071,0.79866,109.27,1.3183,6.8909
2457861,"2017/04/17","Mon",1.3277,0.93811,0.79451,108.47,1.3151,6.8828
2457862,"2017/04/18","Tue",1.3381,0.93404,0.78325,108.44,1.3242,6.8832
2457863,"2017/04/19","Wed",1.3469,0.93398,0.78195,109.06,1.3333,6.8895
2457864,"2017/04/20","Thu",1.3480,0.92965,0.77942,109.33,1.3264,6.8811
2457865,"2017/04/21","Fri",1.3503,0.93518,0.78233,109.07,1.3266,6.8858
2457868,"2017/04/24","Mon",1.3516,0.92184,0.78227,109.71,1.3232,6.8854
2457869,"2017/04/25","Tue",1.3615,0.91400,0.77907,110.87,1.3269,6.8832
2457870,"2017/04/26","Wed",1.3592,0.91975,0.77896,111.50,1.3400,6.8925
2457871,"2017/04/27","Thu",1.3667,0.92052,0.77587,111.11,1.3421,6.8991
2457872,"2017/04/28","Fri",1.3665,0.91791,0.77299,111.46,1.3377,6.8945
2457875,"2017/05/01","Mon",1.3660,0.91666,0.77420,111.69,1.3276,6.8920
2457876,"2017/05/02","Tue",1.3720,0.91644,0.77392,112.09,1.3293,6.8945
2457877,"2017/05/03","Wed",1.3714,0.91653,0.77476,112.41,1.3419,6.8984
2457878,"2017/05/04","Thu",1.3743,0.91273,0.77456,112.65,1.3517,6.8956
2457879,"2017/05/05","Fri",1.3712,0.91031,0.77177,112.58,1.3500,6.9043
2457882,"2017/05/08","Mon",1.3705,0.91458,0.77263,112.89,1.3536,6.9043
2457883,"2017/05/09","Tue",1.3728,0.91894,0.77337,114.11,1.3612,6.9089
2457884,"2017/05/10","Wed",1.3672,0.92005,0.77278,114.03,1.3557,6.9016
2457885,"2017/05/11","Thu",1.3707,0.92043,0.77656,113.85,1.3567,6.9053
2457886,"2017/05/12","Fri",1.3714,0.91592,0.77651,113.43,1.3523,6.8984
2457889,"2017/05/15","Mon",1.3641,0.91104,0.77479,113.58,1.3469,6.8929
2457890,"2017/05/16","Tue",1.3596,0.90261,0.77466,113.21,1.3461,6.8875
2457891,"2017/05/17","Wed",1.3614,0.89796,0.77186,111.41,1.3478,6.8827
2457892,"2017/05/18","Thu",1.3611,0.89972,0.76994,111.11,1.3462,6.8882
2457893,"2017/05/19","Fri",1.3544,0.89329,0.76776,111.38,1.3419,6.8856
2457897,"2017/05/23","Tue",1.3490,0.89220,0.77037,111.40,1.3347,6.8897
2457898,"2017/05/24","Wed",1.3460,0.89358,0.77232,111.89,1.3378,6.8884
2457899,"2017/05/25","Thu",1.3453,0.89199,0.77218,111.83,1.3398,6.8673
2457900,"2017/05/26","Fri",1.3456,0.89474,0.78092,111.21,1.3430,6.8548
2457903,"2017/05/29","Mon",1.3446,0.89479,0.77876,111.31,1.3438,6.8567
2457904,"2017/05/30","Tue",1.3469,0.89442,0.77770,110.86,1.3403,6.8545
2457905,"2017/05/31","Wed",1.3500,0.89027,0.77644,110.75,1.3446,6.8113
2457906,"2017/06/01","Thu",1.3500,0.89162,0.77622,111.29,1.3546,6.8079
2457907,"2017/06/02","Fri",1.3504,0.88737,0.77654,110.60,1.3460,6.8133
2457910,"2017/06/05","Mon",1.3483,0.88873,0.77417,110.52,1.3363,6.8027
2457911,"2017/06/06","Tue",1.3461,0.88734,0.77567,109.44,1.3316,6.7951
2457912,"2017/06/07","Wed",1.3492,0.88886,0.77269,109.51,1.3239,6.7970
2457913,"2017/06/08","Thu",1.3503,0.89158,0.77323,110.14,1.3258,6.7991
2457914,"2017/06/09","Fri",1.3453,0.89377,0.78553,110.54,1.3279,6.7979
2457917,"2017/06/12","Mon",1.3415,0.89243,0.78995,109.87,1.3265,6.7993
2457918,"2017/06/13","Tue",1.3238,0.89235,0.78499,110.04,1.3269,6.7992
2457919,"2017/06/14","Wed",1.3209,0.88818,0.78238,109.35,1.3135,6.7913
2457920,"2017/06/15","Thu",1.3283,0.89689,0.78403,110.69,1.3195,6.8083
2457921,"2017/06/16","Fri",1.3232,0.89381,0.78231,110.91,1.3120,6.8101
2457924,"2017/06/19","Mon",1.3220,0.89579,0.78443,111.37,1.3158,6.8179
2457925,"2017/06/20","Tue",1.3267,0.89818,0.79178,111.49,1.3184,6.8281
2457926,"2017/06/21","Wed",1.3310,0.89696,0.78925,111.47,1.3237,6.8291
2457927,"2017/06/22","Thu",1.3241,0.89654,0.78947,111.27,1.3258,6.8358
2457928,"2017/06/23","Fri",1.3268,0.89329,0.78583,111.22,1.3205,6.8356
2457931,"2017/06/26","Mon",1.3238,0.89331,0.78573,111.62,1.3179,6.8413
2457932,"2017/06/27","Tue",1.3188,0.88433,0.78225,112.14,1.3175,6.8120
2457933,"2017/06/28","Wed",1.3060,0.87982,0.77429,112.20,1.3115,6.7985
2457934,"2017/06/29","Thu",1.3015,0.87537,0.76998,112.30,1.3035,6.7857
2457935,"2017/06/30","Fri",1.2977,0.87606,0.76960,112.26,1.3019,6.7800
2457939,"2017/07/04","Tue",1.2941,0.88124,0.77375,113.22,1.3147,6.8003
2457940,"2017/07/05","Wed",1.2982,0.88229,0.77394,113.28,1.3177,6.8004
2457941,"2017/07/06","Thu",1.2946,0.87669,0.77184,113.26,1.3182,6.8029
2457942,"2017/07/07","Fri",1.2887,0.87714,0.77619,113.94,1.3154,6.8041
2457945,"2017/07/10","Mon",1.2888,0.87745,0.77648,114.15,1.3158,6.8046
2457946,"2017/07/11","Tue",1.2920,0.87451,0.77784,114.13,1.3123,6.8036
2457947,"2017/07/12","Wed",1.2794,0.87552,0.77601,113.22,1.3034,6.7873
2457948,"2017/07/13","Thu",1.2743,0.87707,0.77315,113.27,1.2942,6.7818
2457949,"2017/07/14","Fri",1.2672,0.87303,0.76554,112.54,1.2800,6.7765
2457952,"2017/07/17","Mon",1.2669,0.87162,0.76559,112.61,1.2797,6.7713
2457953,"2017/07/18","Tue",1.2628,0.86458,0.76724,111.95,1.2622,6.7457
2457954,"2017/07/19","Wed",1.2595,0.86790,0.76747,111.76,1.2582,6.7533
2457955,"2017/07/20","Thu",1.2585,0.86175,0.77090,111.97,1.2580,6.7625
2457956,"2017/07/21","Fri",1.2549,0.85764,0.76997,111.15,1.2631,6.7686
2457959,"2017/07/24","Mon",1.2512,0.85904,0.76747,111.02,1.2608,6.7523
2457960,"2017/07/25","Tue",1.2507,0.85711,0.76641,111.57,1.2580,6.7496
2457961,"2017/07/26","Wed",1.2505,0.85815,0.76572,111.85,1.2603,6.7558
2457962,"2017/07/27","Thu",1.2520,0.85630,0.76379,111.39,1.2536,6.7421
2457963,"2017/07/28","Fri",1.2447,0.85143,0.76231,110.84,1.2523,6.7390
2457966,"2017/07/31","Mon",1.2485,0.84822,0.75952,110.39,1.2530,6.7268
2457967,"2017/08/01","Tue",1.2514,0.84674,0.75664,110.26,1.2538,6.7171
2457968,"2017/08/02","Wed",1.2560,0.84352,0.75576,110.56,1.2542,6.7238
2457969,"2017/08/03","Thu",1.2578,0.84258,0.76143,110.24,1.2589,6.7190
2457970,"2017/08/04","Fri",1.2638,0.84899,0.76617,110.76,1.2619,6.7259
2457974,"2017/08/08","Tue",1.2672,0.84984,0.76996,110.48,1.2634,6.7048
2457975,"2017/08/09","Wed",1.2705,0.85177,0.76958,109.90,1.2691,6.6763
2457976,"2017/08/10","Thu",1.2711,0.85103,0.77008,109.39,1.2678,6.6480
2457977,"2017/08/11","Fri",1.2685,0.84657,0.76953,109.07,1.2677,6.6658
2457980,"2017/08/14","Mon",1.2705,0.84841,0.77079,109.62,1.2720,6.6728
2457981,"2017/08/15","Tue",1.2755,0.85278,0.77741,110.53,1.2788,6.6850
2457982,"2017/08/16","Wed",1.2699,0.85320,0.77731,110.62,1.2677,6.6942
2457983,"2017/08/17","Thu",1.2647,0.85240,0.77637,109.88,1.2634,6.6774
2457984,"2017/08/18","Fri",1.2586,0.85115,0.77706,109.06,1.2615,6.6698
2457987,"2017/08/21","Mon",1.2575,0.84714,0.77518,108.87,1.2595,6.6676
2457988,"2017/08/22","Tue",1.2552,0.85041,0.77953,109.43,1.2638,6.6624
2457989,"2017/08/23","Wed",1.2564,0.84692,0.78144,109.06,1.2660,6.6582
2457990,"2017/08/24","Thu",1.2529,0.84718,0.78077,109.33,1.2656,6.6608
2457991,"2017/08/25","Fri",1.2492,0.84286,0.77725,109.39,1.2611,6.6518
2457994,"2017/08/28","Mon",1.2482,0.83609,0.77360,109.20,1.2570,6.6147
2457995,"2017/08/29","Tue",1.2515,0.83228,0.77301,109.02,1.2553,6.5973
2457996,"2017/08/30","Wed",1.2605,0.83983,0.77393,110.28,1.2643,6.5960
2457997,"2017/08/31","Thu",1.2536,0.84208,0.77569,110.16,1.2623,6.5909
2457998,"2017/09/01","Fri",1.2390,0.84177,0.77148,110.13,1.2546,6.5590
2458002,"2017/09/05","Tue",1.2371,0.83968,0.76867,108.90,1.2497,6.5420
2458003,"2017/09/06","Wed",1.2264,0.83839,0.76612,109.01,1.2513,6.5234
2458004,"2017/09/07","Thu",1.2148,0.83291,0.76407,108.56,1.2449,6.4893
2458005,"2017/09/08","Fri",1.2132,0.83090,0.75759,107.74,1.2391,6.4773
2458008,"2017/09/11","Mon",1.2128,0.83520,0.75857,109.06,1.2448,6.5274
2458009,"2017/09/12","Tue",1.2159,0.83636,0.75335,110.04,1.2458,6.5371
2458010,"2017/09/13","Wed",1.2187,0.83950,0.75606,110.49,1.2509,6.5416
2458011,"2017/09/14","Thu",1.2198,0.84089,0.74743,110.59,1.2533,6.5581
2458012,"2017/09/15","Fri",1.2182,0.83645,0.73647,110.95,1.2489,6.5495
2458015,"2017/09/18","Mon",1.2238,0.83702,0.73990,111.46,1.2547,6.5725
2458016,"2017/09/19","Tue",1.2277,0.83449,0.74011,111.51,1.2491,6.5828
2458017,"2017/09/20","Wed",1.2273,0.83507,0.73831,111.57,1.2412,6.5736
2458018,"2017/09/21","Thu",1.2339,0.83836,0.73820,112.38,1.2608,6.5913
2458019,"2017/09/22","Fri",1.2317,0.83624,0.73887,112.07,1.2548,6.5901
2458022,"2017/09/25","Mon",1.2341,0.84331,0.74165,111.89,1.2585,6.6207
2458023,"2017/09/26","Tue",1.2370,0.84842,0.74428,112.15,1.2682,6.6363
2458024,"2017/09/27","Wed",1.2412,0.85148,0.74632,112.84,1.2724,6.6410
2458025,"2017/09/28","Thu",1.2450,0.84855,0.74426,112.57,1.2756,6.6649
2458026,"2017/09/29","Fri",1.2480,0.84656,0.74659,112.53,1.2757,6.6525
2458029,"2017/10/02","Mon",1.2505,0.85143,0.75327,112.66,1.2776,6.6551
2458030,"2017/10/03","Tue",1.2500,0.85086,0.75497,112.92,1.2781,6.6525
2458031,"2017/10/04","Wed",1.2479,0.85018,0.75388,112.73,1.2731,6.6519
2458032,"2017/10/05","Thu",1.2548,0.85366,0.76159,112.74,1.2818,6.6532
2458033,"2017/10/06","Fri",1.2549,0.85327,0.76598,112.85,1.2881,6.6538
2458037,"2017/10/10","Tue",1.2501,0.84730,0.75745,112.22,1.2845,6.5726
2458038,"2017/10/11","Wed",1.2498,0.84412,0.75718,112.29,1.2847,6.5918
2458039,"2017/10/12","Thu",1.2472,0.84441,0.75721,112.26,1.2784,6.5885
2458040,"2017/10/13","Fri",1.2487,0.84486,0.75196,111.89,1.2687,6.5790
2458043,"2017/10/16","Mon",1.2529,0.84724,0.75353,111.87,1.2722,6.5907
2458044,"2017/10/17","Tue",1.2548,0.85060,0.75874,112.34,1.2759,6.6216
2458045,"2017/10/18","Wed",1.2486,0.84893,0.75861,112.89,1.2758,6.6274
2458046,"2017/10/19","Thu",1.2478,0.84476,0.75923,112.52,1.2705,6.6161
2458047,"2017/10/20","Fri",1.2601,0.84844,0.75841,113.42,1.2784,6.6216
2458050,"2017/10/23","Mon",1.2644,0.85145,0.75790,113.71,1.2811,6.6408
2458051,"2017/10/24","Tue",1.2666,0.85001,0.76118,113.90,1.2855,6.6349
2458052,"2017/10/25","Wed",1.2771,0.84728,0.75461,113.82,1.2984,6.6412
2458053,"2017/10/26","Thu",1.2831,0.85489,0.75887,113.85,1.3017,6.6413
2458054,"2017/10/27","Fri",1.2874,0.86258,0.76277,113.93,1.3062,6.6532
2458057,"2017/10/30","Mon",1.2837,0.86004,0.75788,113.30,1.3034,6.6478
2458058,"2017/10/31","Tue",1.2893,0.85873,0.75420,113.59,1.3066,6.6356
2458059,"2017/11/01","Wed",1.2885,0.86026,0.75351,114.03,1.3030,6.6043
2458060,"2017/11/02","Thu",1.2822,0.85766,0.76426,113.97,1.2961,6.6093
2458061,"2017/11/03","Fri",1.2764,0.86051,0.76463,114.17,1.3064,6.6341
2458064,"2017/11/06","Mon",1.2746,0.86215,0.76118,113.91,1.3034,6.6351
2458065,"2017/11/07","Tue",1.2785,0.86373,0.76074,114.05,1.3086,6.6381
2458066,"2017/11/08","Wed",1.2729,0.86257,0.76308,113.65,1.3026,6.6262
2458067,"2017/11/09","Thu",1.2692,0.85943,0.76155,113.32,1.3036,6.6415
2458068,"2017/11/10","Fri",1.2683,0.85760,0.75742,113.44,1.3050,6.6403
2458072,"2017/11/14","Tue",1.2733,0.84943,0.76109,113.48,1.3103,6.6352
2458073,"2017/11/15","Wed",1.2773,0.84690,0.75939,112.94,1.3180,6.6216
2458074,"2017/11/16","Thu",1.2745,0.84955,0.75804,112.99,1.3170,6.6311
2458075,"2017/11/17","Fri",1.2783,0.84785,0.75720,112.23,1.3232,6.6267
2458078,"2017/11/20","Mon",1.2793,0.85116,0.75524,112.42,1.3243,6.6354
2458079,"2017/11/21","Tue",1.2778,0.85209,0.75529,112.38,1.3194,6.6310
2458080,"2017/11/22","Wed",1.2729,0.84815,0.75257,111.56,1.3172,6.6125
2458081,"2017/11/23","Thu",1.2715,0.84395,0.75152,111.24,1.3115,6.5813
2458082,"2017/11/24","Fri",1.2708,0.83881,0.74987,111.47,1.3127,6.6016
2458085,"2017/11/27","Mon",1.2735,0.83899,0.74960,111.03,1.3134,6.5984
2458086,"2017/11/28","Tue",1.2807,0.84245,0.75211,111.27,1.3148,6.6050
2458087,"2017/11/29","Wed",1.2853,0.84387,0.74532,111.86,1.3211,6.6082
2458088,"2017/11/30","Thu",1.2888,0.84070,0.74052,112.36,1.3209,6.6126
2458089,"2017/12/01","Fri",1.2729,0.84109,0.74152,112.25,1.3150,6.6159
2458092,"2017/12/04","Mon",1.2695,0.84397,0.74175,112.74,1.3162,6.6189
2458093,"2017/12/05","Tue",1.2680,0.84584,0.74417,112.71,1.3137,6.6180
2458094,"2017/12/06","Wed",1.2757,0.84770,0.74742,112.20,1.3210,6.6133
2458095,"2017/12/07","Thu",1.2843,0.84823,0.74474,112.76,1.3299,6.6201
2458096,"2017/12/08","Fri",1.2860,0.85036,0.74642,113.50,1.3315,6.6220
2458099,"2017/12/11","Mon",1.2854,0.84806,0.74885,113.45,1.3276,6.6189
2458100,"2017/12/12","Tue",1.2871,0.85205,0.75045,113.60,1.3232,6.6209
2458101,"2017/12/13","Wed",1.2852,0.84955,0.74804,113.03,1.3141,6.6179
2458102,"2017/12/14","Thu",1.2805,0.84779,0.74478,112.52,1.3044,6.6107
2458103,"2017/12/15","Fri",1.2834,0.84948,0.75044,112.58,1.3065,6.6087
2458106,"2017/12/18","Mon",1.2865,0.84766,0.74662,112.46,1.3040,6.6178
2458107,"2017/12/19","Tue",1.2886,0.84543,0.74823,112.94,1.3056,6.6048
2458108,"2017/12/20","Wed",1.2842,0.84232,0.74615,113.35,1.3039,6.5789
2458109,"2017/12/21","Thu",1.2734,0.84270,0.74814,113.39,1.2993,6.5843
2458110,"2017/12/22","Fri",1.2759,0.84424,0.74758,113.41,1.2960,6.5768
2458115,"2017/12/27","Wed",1.2641,0.84038,0.74596,113.27,1.2866,6.5565
2458116,"2017/12/28","Thu",1.2588,0.83691,0.74375,112.90,1.2834,6.5324
2458117,"2017/12/29","Fri",1.2545,0.83344,0.73964,112.61,1.2800,6.5067
