"Jul.Day","YYYY/MM/DD","Wdy","CAD/USD","EUR/USD","GBP/USD","JPY/USD","AUD/USD","CNY/USD"
2458486,"2019/01/02","Wed",1.3600,0.88077,0.79333,109.24,1.4293,6.8618
2458487,"2019/01/03","Thu",1.3501,0.87806,0.79268,107.75,1.4285,6.8742
2458488,"2019/01/04","Fri",1.3410,0.87773,0.78725,108.41,1.4105,6.8699
2458491,"2019/01/07","Mon",1.3313,0.87207,0.78321,108.50,1.4008,6.8518
2458492,"2019/01/08","Tue",1.3293,0.87402,0.78582,108.69,1.4015,6.8521
2458493,"2019/01/09","Wed",1.3221,0.86815,0.78310,108.37,1.3934,6.8185
2458494,"2019/01/10","Thu",1.3234,0.86854,0.78391,108.30,1.3917,6.7867
2458495,"2019/01/11","Fri",1.3259,0.87104,0.77944,108.41,1.3882,6.7613
2458498,"2019/01/14","Mon",1.3269,0.87193,0.77710,108.23,1.3891,6.7664
2458499,"2019/01/15","Tue",1.3266,0.87628,0.78178,108.56,1.3901,6.7615
2458500,"2019/01/16","Wed",1.3248,0.87712,0.77719,108.86,1.3929,6.7592
2458501,"2019/01/17","Thu",1.3294,0.87813,0.77264,108.97,1.3942,6.7757
2458502,"2019/01/18","Fri",1.3260,0.87937,0.77535,109.68,1.3930,6.7791
2458505,"2019/01/21","Mon",1.3297,0.87972,0.77615,109.62,1.3978,6.7981
2458506,"2019/01/22","Tue",1.3340,0.88030,0.77230,109.34,1.4026,6.8096
2458507,"2019/01/23","Wed",1.3348,0.87879,0.76567,109.68,1.4014,6.7929
2458508,"2019/01/24","Thu",1.3351,0.88283,0.76695,109.61,1.4094,6.7909
2458509,"2019/01/25","Fri",1.3256,0.87759,0.75992,109.74,1.3957,6.7495
2458512,"2019/01/28","Mon",1.3260,0.87490,0.75984,109.32,1.3949,6.7447
2458513,"2019/01/29","Tue",1.3266,0.87524,0.76053,109.37,1.3979,6.7340
2458514,"2019/01/30","Wed",1.3192,0.87457,0.76453,109.48,1.3878,6.7169
2458515,"2019/01/31","Thu",1.3144,0.87243,0.76224,108.81,1.3748,6.7027
2458516,"2019/02/01","Fri",1.3095,0.87213,0.76454,109.40,1.3778,6.7430
2458519,"2019/02/04","Mon",1.3127,0.87449,0.76605,109.94,1.3853,6.7456
2458520,"2019/02/05","Tue",1.3134,0.87607,0.77168,109.91,1.3819,6.7458
2458521,"2019/02/06","Wed",1.3190,0.87898,0.77211,109.83,1.4035,6.7433
2458522,"2019/02/07","Thu",1.3285,0.88103,0.77131,109.79,1.4078,6.7436
2458523,"2019/02/08","Fri",1.3270,0.88249,0.77263,109.76,1.4102,6.7463
2458526,"2019/02/11","Mon",1.3294,0.88627,0.77711,110.42,1.4155,6.7930
2458527,"2019/02/12","Tue",1.3248,0.88379,0.77578,110.49,1.4095,6.7730
2458528,"2019/02/13","Wed",1.3240,0.88621,0.77681,110.89,1.4075,6.7620
2458529,"2019/02/14","Thu",1.3298,0.88565,0.78145,110.63,1.4084,6.7709
2458530,"2019/02/15","Fri",1.3266,0.88671,0.77802,110.46,1.4032,6.7718
2458534,"2019/02/19","Tue",1.3238,0.88265,0.76778,110.59,1.3991,6.7610
2458535,"2019/02/20","Wed",1.3169,0.88099,0.76573,110.76,1.3950,6.7223
2458536,"2019/02/21","Thu",1.3196,0.88191,0.76623,110.70,1.4109,6.7189
2458537,"2019/02/22","Fri",1.3173,0.88184,0.76663,110.70,1.4017,6.7141
2458540,"2019/02/25","Mon",1.3174,0.88079,0.76460,110.99,1.3942,6.6907
2458541,"2019/02/26","Tue",1.3195,0.87926,0.75594,110.70,1.3945,6.6980
2458542,"2019/02/27","Wed",1.3145,0.87903,0.75110,110.93,1.4005,6.6862
2458543,"2019/02/28","Thu",1.3169,0.87852,0.75320,111.32,1.4072,6.6916
2458544,"2019/03/01","Fri",1.3260,0.87914,0.75629,111.90,1.4108,6.7071
2458547,"2019/03/04","Mon",1.3317,0.88256,0.75846,111.81,1.4114,6.7054
2458548,"2019/03/05","Tue",1.3345,0.88430,0.76079,111.86,1.4126,6.7060
2458549,"2019/03/06","Wed",1.3420,0.88412,0.76004,111.74,1.4228,6.7100
2458550,"2019/03/07","Thu",1.3438,0.89088,0.76322,111.61,1.4229,6.7123
2458551,"2019/03/08","Fri",1.3422,0.88999,0.76767,111.11,1.4197,6.7211
2458554,"2019/03/11","Mon",1.3414,0.88970,0.76337,111.23,1.4169,6.7272
2458555,"2019/03/12","Tue",1.3378,0.88619,0.76376,111.30,1.4118,6.7091
2458556,"2019/03/13","Wed",1.3326,0.88433,0.75763,111.24,1.4132,6.7066
2458557,"2019/03/14","Thu",1.3327,0.88481,0.75447,111.71,1.4170,6.7240
2458558,"2019/03/15","Fri",1.3342,0.88317,0.75323,111.56,1.4116,6.7146
2458561,"2019/03/18","Mon",1.3345,0.88191,0.75549,111.49,1.4089,6.7128
2458562,"2019/03/19","Tue",1.3292,0.88085,0.75356,111.42,1.4090,6.7131
2458563,"2019/03/20","Wed",1.3317,0.87924,0.75781,111.25,1.4077,6.6953
2458564,"2019/03/21","Thu",1.3366,0.87969,0.76377,110.74,1.4058,6.6964
2458565,"2019/03/22","Fri",1.3411,0.88557,0.75820,110.02,1.4106,6.7156
2458568,"2019/03/25","Mon",1.3420,0.88348,0.75751,110.00,1.4070,6.7100
2458569,"2019/03/26","Tue",1.3386,0.88596,0.75623,110.54,1.4008,6.7165
2458570,"2019/03/27","Wed",1.3414,0.88829,0.75602,110.40,1.4117,6.7272
2458571,"2019/03/28","Thu",1.3429,0.89064,0.76444,110.62,1.4130,6.7381
2458572,"2019/03/29","Fri",1.3363,0.89075,0.76720,110.80,1.4092,6.7117
2458575,"2019/04/01","Mon",1.3337,0.89145,0.76211,111.23,1.4049,6.7121
2458576,"2019/04/02","Tue",1.3344,0.89311,0.76531,111.39,1.4154,6.7224
2458577,"2019/04/03","Wed",1.3324,0.88975,0.75994,111.50,1.4046,6.7123
2458578,"2019/04/04","Thu",1.3357,0.89142,0.76400,111.59,1.4060,6.7188
2458579,"2019/04/05","Fri",1.3386,0.89121,0.76759,111.74,1.4077,6.7199
2458582,"2019/04/08","Mon",1.3325,0.88786,0.76589,111.41,1.4037,6.7162
2458583,"2019/04/09","Tue",1.3316,0.88708,0.76634,111.15,1.4020,6.7117
2458584,"2019/04/10","Wed",1.3326,0.88781,0.76393,110.96,1.3974,6.7167
2458585,"2019/04/11","Thu",1.3378,0.88796,0.76511,111.48,1.4023,6.7192
2458586,"2019/04/12","Fri",1.3329,0.88435,0.76362,112.01,1.3931,6.7047
2458589,"2019/04/15","Mon",1.3354,0.88449,0.76317,112.03,1.3937,6.7072
2458590,"2019/04/16","Tue",1.3361,0.88554,0.76585,111.99,1.3944,6.7107
2458591,"2019/04/17","Wed",1.3332,0.88502,0.76687,112.03,1.3937,6.6894
2458592,"2019/04/18","Thu",1.3382,0.88988,0.76930,111.98,1.3988,6.7078
2458596,"2019/04/22","Mon",1.3353,0.88836,0.77020,111.93,1.4017,6.7134
2458597,"2019/04/23","Tue",1.3421,0.89176,0.77225,111.84,1.4095,6.7239
2458598,"2019/04/24","Wed",1.3475,0.89458,0.77318,111.92,1.4240,6.7207
2458599,"2019/04/25","Thu",1.3493,0.89798,0.77546,111.60,1.4269,6.7431
2458600,"2019/04/26","Fri",1.3460,0.89644,0.77374,111.61,1.4198,6.7300
2458603,"2019/04/29","Mon",1.3456,0.89534,0.77373,111.76,1.4179,6.7347
2458604,"2019/04/30","Tue",1.3423,0.89160,0.76734,111.39,1.4191,6.7351
2458605,"2019/05/01","Wed",1.3416,0.89025,0.76488,111.24,1.4213,6.7349
2458606,"2019/05/02","Thu",1.3462,0.89419,0.76737,111.53,1.4277,6.7344
2458607,"2019/05/03","Fri",1.3429,0.89402,0.76253,111.26,1.4254,6.7347
2458610,"2019/05/06","Mon",1.3456,0.89302,0.76359,110.84,1.4298,6.7652
2458611,"2019/05/07","Tue",1.3476,0.89435,0.76599,110.37,1.4274,6.7753
2458612,"2019/05/08","Wed",1.3466,0.89315,0.76883,110.11,1.4286,6.7805
2458613,"2019/05/09","Thu",1.3483,0.89132,0.76848,109.71,1.4322,6.8268
2458614,"2019/05/10","Fri",1.3418,0.88985,0.76788,109.71,1.4285,6.8250
2458617,"2019/05/13","Mon",1.3457,0.88954,0.77020,109.23,1.4379,6.8763
2458618,"2019/05/14","Tue",1.3469,0.89199,0.77421,109.59,1.4401,6.8790
2458619,"2019/05/15","Wed",1.3451,0.89286,0.77783,109.45,1.4439,6.8768
2458620,"2019/05/16","Thu",1.3439,0.89438,0.78134,109.80,1.4488,6.8812
2458621,"2019/05/17","Fri",1.3468,0.89560,0.78517,109.85,1.4547,6.9173
2458625,"2019/05/21","Tue",1.3413,0.89617,0.78572,110.58,1.4540,6.9032
2458626,"2019/05/22","Wed",1.3410,0.89603,0.78966,110.28,1.4530,6.9053
2458627,"2019/05/23","Thu",1.3478,0.89596,0.79003,109.67,1.4517,6.9118
2458628,"2019/05/24","Fri",1.3447,0.89266,0.78762,109.41,1.4453,6.8994
2458631,"2019/05/27","Mon",1.3442,0.89322,0.78876,109.55,1.4455,6.8969
2458632,"2019/05/28","Tue",1.3477,0.89471,0.78942,109.48,1.4435,6.9113
2458633,"2019/05/29","Wed",1.3514,0.89770,0.79150,109.43,1.4460,6.9125
2458634,"2019/05/30","Thu",1.3501,0.89821,0.79282,109.68,1.4466,6.9023
2458635,"2019/05/31","Fri",1.3527,0.89595,0.79268,108.56,1.4430,6.9051
2458638,"2019/06/03","Mon",1.3470,0.89146,0.79100,108.28,1.4359,6.9042
2458639,"2019/06/04","Tue",1.3414,0.88923,0.78813,108.18,1.4311,6.9073
2458640,"2019/06/05","Wed",1.3401,0.88890,0.78681,108.25,1.4330,6.9077
2458641,"2019/06/06","Thu",1.3378,0.88649,0.78685,108.24,1.4320,6.9101
2458642,"2019/06/07","Fri",1.3283,0.88265,0.78472,108.08,1.4280,6.9110
2458645,"2019/06/10","Mon",1.3267,0.88405,0.78844,108.48,1.4360,6.9316
2458646,"2019/06/11","Tue",1.3278,0.88320,0.78629,108.57,1.4373,6.9120
2458647,"2019/06/12","Wed",1.3303,0.88439,0.78665,108.42,1.4408,6.9178
2458648,"2019/06/13","Thu",1.3324,0.88667,0.78831,108.41,1.4465,6.9216
2458649,"2019/06/14","Fri",1.3385,0.89097,0.79323,108.47,1.4546,6.9245
2458652,"2019/06/17","Mon",1.3407,0.89048,0.79581,108.56,1.4579,6.9251
2458653,"2019/06/18","Tue",1.3394,0.89329,0.79740,108.45,1.4563,6.9077
2458654,"2019/06/19","Wed",1.3343,0.89143,0.79196,108.30,1.4551,6.9027
2458655,"2019/06/20","Thu",1.3191,0.88548,0.78766,107.51,1.4445,6.8525
2458656,"2019/06/21","Fri",1.3212,0.88192,0.78737,107.50,1.4450,6.8705
2458659,"2019/06/24","Mon",1.3194,0.87790,0.78545,107.36,1.4368,6.8755
2458660,"2019/06/25","Tue",1.3174,0.87868,0.78670,107.11,1.4354,6.8794
2458661,"2019/06/26","Wed",1.3130,0.87938,0.78816,107.71,1.4315,6.8779
2458662,"2019/06/27","Thu",1.3111,0.87970,0.78844,107.82,1.4285,6.8752
2458663,"2019/06/28","Fri",1.3087,0.87909,0.78724,107.80,1.4261,6.8662
2458667,"2019/07/02","Tue",1.3114,0.88512,0.79291,108.02,1.4301,6.8732
2458668,"2019/07/03","Wed",1.3073,0.88625,0.79520,107.77,1.4222,6.8805
2458669,"2019/07/04","Thu",1.3059,0.88638,0.79497,107.84,1.4243,6.8732
2458670,"2019/07/05","Fri",1.3099,0.89097,0.79906,108.53,1.4330,6.8906
2458673,"2019/07/08","Mon",1.3081,0.89162,0.79913,108.65,1.4337,6.8811
2458674,"2019/07/09","Tue",1.3127,0.89226,0.80238,108.85,1.4433,6.8872
2458675,"2019/07/10","Wed",1.3092,0.88892,0.79976,108.56,1.4374,6.8761
2458676,"2019/07/11","Thu",1.3071,0.88816,0.79769,108.38,1.4331,6.8686
2458677,"2019/07/12","Fri",1.3038,0.88821,0.79641,108.02,1.4273,6.8802
2458680,"2019/07/15","Mon",1.3039,0.88803,0.79857,107.94,1.4218,6.8771
2458681,"2019/07/16","Tue",1.3052,0.89177,0.80548,108.23,1.4240,6.8767
2458682,"2019/07/17","Wed",1.3053,0.89105,0.80450,108.14,1.4262,6.8736
2458683,"2019/07/18","Thu",1.3069,0.89032,0.80036,107.74,1.4195,6.8784
2458684,"2019/07/19","Fri",1.3071,0.89100,0.79950,107.76,1.4183,6.8795
2458687,"2019/07/22","Mon",1.3103,0.89154,0.80126,107.84,1.4198,6.8818
2458688,"2019/07/23","Tue",1.3142,0.89639,0.80365,108.16,1.4272,6.8806
2458689,"2019/07/24","Wed",1.3137,0.89746,0.80060,108.12,1.4328,6.8744
2458690,"2019/07/25","Thu",1.3146,0.89691,0.80193,108.55,1.4378,6.8719
2458691,"2019/07/26","Fri",1.3182,0.89869,0.80663,108.67,1.4468,6.8800
2458694,"2019/07/29","Mon",1.3159,0.89804,0.81713,108.75,1.4488,6.8931
2458695,"2019/07/30","Tue",1.3168,0.89682,0.82208,108.65,1.4544,6.8834
2458696,"2019/07/31","Wed",1.3148,0.89889,0.81955,108.66,1.4538,6.8838
2458697,"2019/08/01","Thu",1.3217,0.90397,0.82431,108.07,1.4624,6.8982
2458698,"2019/08/02","Fri",1.3225,0.90052,0.82373,106.65,1.4721,6.9386
2458702,"2019/08/06","Tue",1.3253,0.89354,0.82220,106.45,1.4768,7.0233
2458703,"2019/08/07","Wed",1.3322,0.89134,0.82311,105.90,1.4810,7.0599
2458704,"2019/08/08","Thu",1.3257,0.89285,0.82403,106.06,1.4694,7.0441
2458705,"2019/08/09","Fri",1.3221,0.89247,0.82864,105.60,1.4706,7.0625
2458708,"2019/08/12","Mon",1.3234,0.89184,0.82775,105.28,1.4808,7.0581
2458709,"2019/08/13","Tue",1.3236,0.89384,0.82870,106.31,1.4733,7.0479
2458710,"2019/08/14","Wed",1.3311,0.89685,0.82904,105.90,1.4823,7.0243
2458711,"2019/08/15","Thu",1.3325,0.89985,0.82533,106.09,1.4751,7.0354
2458712,"2019/08/16","Fri",1.3286,0.90191,0.82287,106.29,1.4744,7.0408
2458715,"2019/08/19","Mon",1.3298,0.90138,0.82427,106.55,1.4766,7.0509
2458716,"2019/08/20","Tue",1.3323,0.90160,0.82347,106.33,1.4754,7.0604
2458717,"2019/08/21","Wed",1.3278,0.90118,0.82411,106.48,1.4726,7.0628
2458718,"2019/08/22","Thu",1.3293,0.90220,0.81682,106.43,1.4788,7.0820
2458719,"2019/08/23","Fri",1.3310,0.89969,0.81566,105.80,1.4812,7.0911
2458722,"2019/08/26","Mon",1.3279,0.90009,0.81782,106.06,1.4761,7.1508
2458723,"2019/08/27","Tue",1.3267,0.90123,0.81393,105.80,1.4797,7.1636
2458724,"2019/08/28","Wed",1.3301,0.90244,0.81827,105.90,1.4830,7.1626
2458725,"2019/08/29","Thu",1.3296,0.90412,0.81998,106.45,1.4848,7.1446
2458726,"2019/08/30","Fri",1.3295,0.90881,0.82144,106.28,1.4861,7.1555
2458730,"2019/09/03","Tue",1.3343,0.91228,0.82840,105.98,1.4814,7.1775
2458731,"2019/09/04","Wed",1.3263,0.90706,0.81967,106.27,1.4719,7.1460
2458732,"2019/09/05","Thu",1.3228,0.90516,0.81119,106.94,1.4667,7.1503
2458733,"2019/09/06","Fri",1.3174,0.90587,0.81276,106.85,1.4599,7.1172
2458736,"2019/09/09","Mon",1.3155,0.90468,0.80939,107.04,1.4558,7.1224
2458737,"2019/09/10","Tue",1.3153,0.90573,0.80946,107.37,1.4577,7.1097
2458738,"2019/09/11","Wed",1.3181,0.90885,0.81104,107.78,1.4574,7.1172
2458739,"2019/09/12","Thu",1.3205,0.90575,0.81052,107.97,1.4549,7.0804
2458740,"2019/09/13","Fri",1.3257,0.90282,0.80243,108.13,1.4531,7.0780
2458743,"2019/09/16","Mon",1.3248,0.90833,0.80457,107.97,1.4569,7.0694
2458744,"2019/09/17","Tue",1.3257,0.90461,0.80142,108.13,1.4589,7.0931
2458745,"2019/09/18","Wed",1.3271,0.90470,0.80139,108.25,1.4619,7.0854
2458746,"2019/09/19","Thu",1.3259,0.90462,0.79989,107.97,1.4708,7.0980
2458747,"2019/09/20","Fri",1.3275,0.90788,0.80100,107.84,1.4768,7.0913
2458750,"2019/09/23","Mon",1.3270,0.90990,0.80468,107.45,1.4771,7.1191
2458751,"2019/09/24","Tue",1.3249,0.90846,0.80112,107.37,1.4713,7.1155
2458752,"2019/09/25","Wed",1.3270,0.91253,0.80860,107.71,1.4810,7.1306
2458753,"2019/09/26","Thu",1.3260,0.91429,0.81012,107.72,1.4794,7.1329
2458754,"2019/09/27","Fri",1.3249,0.91398,0.81247,107.98,1.4785,7.1231
2458757,"2019/09/30","Mon",1.3243,0.91723,0.81295,108.11,1.4811,7.1468
2458758,"2019/10/01","Tue",1.3244,0.91565,0.81542,107.94,1.4935,7.1473
2458759,"2019/10/02","Wed",1.3294,0.91330,0.81319,107.30,1.4930,7.1473
2458760,"2019/10/03","Thu",1.3330,0.91102,0.80817,106.90,1.4836,7.1474
2458761,"2019/10/04","Fri",1.3317,0.91094,0.81196,106.88,1.4779,7.1482
2458764,"2019/10/07","Mon",1.3306,0.91037,0.81208,107.13,1.4837,7.1499
2458765,"2019/10/08","Tue",1.3323,0.91235,0.81887,107.10,1.4851,7.1437
2458766,"2019/10/09","Wed",1.3324,0.91098,0.81863,107.45,1.4851,7.1328
2458767,"2019/10/10","Thu",1.3294,0.90781,0.81017,107.82,1.4788,7.1167
2458768,"2019/10/11","Fri",1.3198,0.90540,0.78983,108.45,1.4709,7.0919
2458772,"2019/10/15","Tue",1.3211,0.90735,0.78590,108.73,1.4804,7.0836
2458773,"2019/10/16","Wed",1.3201,0.90399,0.77970,108.74,1.4818,7.0935
2458774,"2019/10/17","Thu",1.3143,0.89910,0.77848,108.62,1.4654,7.0775
2458775,"2019/10/18","Fri",1.3132,0.89675,0.77448,108.44,1.4601,7.0831
2458778,"2019/10/21","Mon",1.3096,0.89662,0.77031,108.59,1.4558,7.0751
2458779,"2019/10/22","Tue",1.3094,0.89802,0.77356,108.57,1.4573,7.0778
2458780,"2019/10/23","Wed",1.3086,0.89907,0.77593,108.60,1.4603,7.0697
2458781,"2019/10/24","Thu",1.3075,0.89993,0.77777,108.60,1.4655,7.0714
2458782,"2019/10/25","Fri",1.3064,0.90202,0.77980,108.69,1.4654,7.0654
2458785,"2019/10/28","Mon",1.3056,0.90122,0.77779,108.89,1.4632,7.0688
2458786,"2019/10/29","Tue",1.3075,0.90048,0.77703,108.87,1.4576,7.0676
2458787,"2019/10/30","Wed",1.3152,0.89947,0.77652,108.87,1.4560,7.0558
2458788,"2019/10/31","Thu",1.3160,0.89701,0.77257,108.05,1.4506,7.0412
2458789,"2019/11/01","Fri",1.3157,0.89607,0.77249,108.11,1.4474,7.0396
2458792,"2019/11/04","Mon",1.3148,0.89735,0.77514,108.57,1.4503,7.0310
2458793,"2019/11/05","Tue",1.3153,0.90275,0.77631,109.06,1.4498,7.0075
2458794,"2019/11/06","Wed",1.3179,0.90292,0.77720,108.92,1.4521,6.9989
2458795,"2019/11/07","Thu",1.3176,0.90476,0.78006,109.25,1.4493,6.9788
2458796,"2019/11/08","Fri",1.3223,0.90718,0.78173,109.19,1.4584,6.9963
2458800,"2019/11/12","Tue",1.3228,0.90796,0.77816,109.05,1.4613,7.0064
2458801,"2019/11/13","Wed",1.3249,0.90871,0.77889,108.78,1.4640,7.0249
2458802,"2019/11/14","Thu",1.3258,0.90814,0.77728,108.49,1.4749,7.0222
2458803,"2019/11/15","Fri",1.3231,0.90512,0.77515,108.81,1.4683,7.0079
2458806,"2019/11/18","Mon",1.3214,0.90303,0.77153,108.67,1.4681,7.0250
2458807,"2019/11/19","Tue",1.3237,0.90263,0.77337,108.59,1.4648,7.0260
2458808,"2019/11/20","Wed",1.3304,0.90362,0.77425,108.60,1.4699,7.0354
2458809,"2019/11/21","Thu",1.3285,0.90356,0.77400,108.63,1.4720,7.0291
2458810,"2019/11/22","Fri",1.3287,0.90628,0.77884,108.64,1.4737,7.0413
2458813,"2019/11/25","Mon",1.3307,0.90820,0.77569,108.90,1.4759,7.0370
2458814,"2019/11/26","Tue",1.3288,0.90759,0.77776,109.01,1.4740,7.0344
2458815,"2019/11/27","Wed",1.3278,0.90895,0.77581,109.37,1.4750,7.0291
2458816,"2019/11/28","Thu",1.3285,0.90850,0.77459,109.52,1.4778,7.0365
2458817,"2019/11/29","Fri",1.3289,0.90815,0.77388,109.46,1.4785,7.0312
2458820,"2019/12/02","Mon",1.3297,0.90364,0.77304,109.17,1.4680,7.0392
2458821,"2019/12/03","Tue",1.3302,0.90232,0.76935,108.59,1.4618,7.0605
2458822,"2019/12/04","Wed",1.3223,0.90229,0.76358,108.83,1.4601,7.0523
2458823,"2019/12/05","Thu",1.3174,0.90097,0.76040,108.79,1.4641,7.0449
2458824,"2019/12/06","Fri",1.3255,0.90428,0.76174,108.65,1.4624,7.0356
2458827,"2019/12/09","Mon",1.3235,0.90354,0.76033,108.57,1.4640,7.0399
2458828,"2019/12/10","Tue",1.3233,0.90192,0.75864,108.73,1.4681,7.0351
2458829,"2019/12/11","Wed",1.3201,0.90097,0.75877,108.65,1.4574,7.0405
2458830,"2019/12/12","Thu",1.3182,0.89918,0.76139,109.12,1.4500,6.9968
2458831,"2019/12/13","Fri",1.3183,0.89815,0.74972,109.31,1.4536,6.9862
2458834,"2019/12/16","Mon",1.3142,0.89725,0.74964,109.52,1.4512,6.9941
2458835,"2019/12/17","Tue",1.3160,0.89664,0.76127,109.48,1.4603,6.9963
2458836,"2019/12/18","Wed",1.3119,0.89942,0.76460,109.60,1.4588,7.0043
2458837,"2019/12/19","Thu",1.3122,0.89914,0.76750,109.26,1.4538,7.0096
2458838,"2019/12/20","Fri",1.3164,0.90263,0.76740,109.43,1.4490,7.0059
2458841,"2019/12/23","Mon",1.3160,0.90186,0.77335,109.39,1.4455,7.0112
2458842,"2019/12/24","Tue",1.3157,0.90215,0.77185,109.37,1.4446,7.0058
2458845,"2019/12/27","Fri",1.3078,0.89508,0.76372,109.44,1.4332,6.9973
2458848,"2019/12/30","Mon",1.3059,0.89256,0.76181,108.92,1.4286,6.9872
2458849,"2019/12/31","Tue",1.2988,0.89063,0.75626,108.60,1.4238,6.9641
